Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
8/4/2021,Insensate,"A woman tries to help her twin sister, with whom she has a strong connection, recover from a trauma. But weird things surround their lives.",61.028,65,6.8,pt,"Mystery, Horror, Thriller",https://image.tmdb.org/t/p/original/oYlAnaH1dClevLyKl5hkNqZeKib.jpg
8/6/2021,John and the Hole,"While exploring the neighboring woods, 13-year-old John discovers an unfinished bunker — a deep hole in the ground. Seemingly without provocation, he drugs his affluent parents and older sister and drags their unconscious bodies into the bunker, where he holds them captive. As they anxiously wait for John to free them from the hole, the boy returns home, where he can finally do what he wants.",49.709,28,6.1,en,"Thriller, Drama, Mystery",https://image.tmdb.org/t/p/original/vZ28AYbKm8cZdvnWlfCASOmH2ag.jpg
8/6/2021,My Hero Academia: World Heroes' Mission,"A mysterious group called Humarize strongly believes in the Quirk Singularity Doomsday theory which states that when quirks get mixed further in with future generations, that power will bring forth the end of humanity. In order to save everyone, the Pro-Heroes around the world ask UA Academy heroes-in-training to assist them and form a world-classic selected hero team. It is up to the heroes to save the world and the future of heroes in what is the most dangerous crisis to take place yet in My Hero Academia.",1485.064,100,7.3,ja,"Animation, Action, Fantasy, Adventure",https://image.tmdb.org/t/p/original/4NUzcKtYPKkfTwKsLjwNt8nRIXV.jpg
8/6/2021,Peligro en tu mirada,"A female photographer is coerced into spying on the affaire of a political candidate, becoming the sole witness of a crime of which he is falsely accused",26.761,36,7.1,es,"Drama, Thriller",https://image.tmdb.org/t/p/original/ac0l8GzNS80OLgyi9aUYNtu2ULu.jpg
8/6/2021,Son,"When a young boy contracts a mysterious illness, his mother must decide how far she will go to protect him from terrifying forces in her past.",232.494,90,6,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/4fl6EdtMp6p0RKJgESdFti1J3dC.jpg
8/9/2021,PAW Patrol: The Movie,Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,339.374,855,7.5,en,"Animation, Family, Adventure, Comedy",https://image.tmdb.org/t/p/original/ic0intvXZSfBlYPIvWXpU1ivUCO.jpg
8/10/2021,Untold: Malice at the Palace,"Key figures from an infamous November 19th 2004 incident between players and fans at an NBA game in Michigan discuss the fight, its fallout and its lasting legacy.",15.993,49,7.1,en,"Documentary, Crime",https://image.tmdb.org/t/p/original/bjvxSGfghSNTgfVDf3nQ4sJCVJX.jpg
8/11/2021,Breathless,"In the DR, hardened cop Manolo tries to take down an infamous drug cartel; meanwhile, his daughter has fallen in love with Lorenzo, a construction worker who's unwittingly gotten embroiled in the drug cartel's dealings.",56.737,32,5.9,es,"Crime, Drama, Thriller",https://image.tmdb.org/t/p/original/oxNoVgbu2v9ETL93Kri1pw8osYf.jpg
8/11/2021,CODA,"As a CODA (Child of Deaf Adults), Ruby is the only hearing person in her deaf family. When the family's fishing business is threatened, Ruby finds herself torn between pursuing her love of music and her fear of abandoning her parents.",83.819,652,8.1,en,"Drama, Music, Romance",https://image.tmdb.org/t/p/original/BzVjmm8l23rPsijLiNLUzuQtyd.jpg
8/11/2021,Free Guy,A bank teller called Guy realizes he is a background character in an open world video game called Free City that will soon go offline.,447.872,5158,7.7,en,"Comedy, Action, Adventure, Science Fiction",https://image.tmdb.org/t/p/original/xmbU4JTUm8rsdtn7Y3Fcm30GpeT.jpg
8/11/2021,Hotsunlight,"Lugansk region, May 2014. The Novozhilov family, by chance, finds itself in the thick of events in Lugansk. Vlad Novozhilov is a former participant in the war in Afghanistan. He knows firsthand what war is. Having seen enough of the horrors of war in his time, in principle he does not even want to touch a weapon. In a situation, he sees only one way out - to leave the country. But you can't run away from the war, the border is already closed. To save his family, he will have to make difficult moral choices.",19.787,10,7.5,ru,"Drama, War, Action",https://image.tmdb.org/t/p/original/lwDO0JCUWyxlSIrFHSZVkBrfiR8.jpg
8/11/2021,SAS: Red Notice,"An off-duty SAS soldier, Tom Buckingham, must thwart a terror attack on a train running through the Channel Tunnel. As the action escalates on the train, events transpire in the corridors of power that may make the difference as to whether Buckingham and the civilian passengers make it out of the tunnel alive.",154.104,344,5.9,en,"Drama, Action, Thriller",https://image.tmdb.org/t/p/original/6Y9fl8tD1xtyUrOHV2MkCYTpzgi.jpg
8/11/2021,Sinkhole,"The average citizen Dong-won and his family move into a house bought after years of hard work. Filled with happiness, he invites his colleagues for a housewarming party, but the heavy rain during the night before creates a gigantic sinkhole, and in a mere minute, it swallows up the whole house and the people inside. Hundreds of meters down the hole, Dong-won, his neighbor Man-su, and the unfortunate guests must find their way out. Rain starts to pour down, filling the sinkhole with water, and they’re running out of time.",172.571,36,7.1,ko,"Comedy, Drama",https://image.tmdb.org/t/p/original/alBxLvZ5LkDRJPw4TX1PgkWLE8a.jpg
8/11/2021,The Kissing Booth 3,"It’s the summer before Elle heads to college, and she has a secret decision to make. Elle has been accepted into Harvard, where boyfriend Noah is matriculating, and also Berkeley, where her BFF Lee is headed and has to decide if she should stay or not.",100.603,1351,7.2,en,"Romance, Comedy",https://image.tmdb.org/t/p/original/c7xcqnMDVQ5v1hJBm3AZ5YikNe6.jpg
8/12/2021,An Egg Rescue,Toto and his friends must rescue his egg children after they're taken away for a gourmet food event in Africa.,194.622,295,8.1,es,"Animation, Comedy",https://image.tmdb.org/t/p/original/ewrIYKTLaqerwznGzNhmqr0huTs.jpg
8/12/2021,Assassins,"True crime meets global spy thriller in this gripping account of the assassination of Kim Jong-nam, the half brother of the North Korean leader. The film follows the trial of the two female assassins, probing the question: were the women trained killers or innocent pawns of North Korea?",78.513,6,7.3,en,Documentary,https://image.tmdb.org/t/p/original/guEH393qNWWh2wBJoGP7oqmjTK5.jpg
8/12/2021,Coming Home in the Dark,A school teacher is forced to confront a brutal act from his past when a pair of ruthless drifters takes him and his family on a nightmare road-trip.,15.622,61,6,en,"Thriller, Horror",https://image.tmdb.org/t/p/original/ubDpUo7z5Kz8HMz2qv2bS66Y9uo.jpg
8/12/2021,Don't Breathe 2,"The Blind Man has been hiding out for several years in an isolated cabin and has taken in and raised a young girl orphaned from a devastating house fire. Their quiet life together is shattered when a group of criminals kidnap the girl, forcing the Blind Man to leave his safe haven to save her.",209.059,1490,7.4,en,"Thriller, Horror",https://image.tmdb.org/t/p/original/r7HEBkkRN93d3eFBZgPJfRaob5p.jpg
8/12/2021,Lamb,"An Icelandic couple live with their herd of sheep on a beautiful but remote farm. When they discover a mysterious newborn on their land, they decide to keep it and raise it as their own. This unexpected development and the prospects of a new family brings them much joy before ultimately destroying them.",35.123,292,6.5,is,"Drama, Mystery, Fantasy, Horror",https://image.tmdb.org/t/p/original/gP9yviboTGWGolqUZKIB1UkF1C2.jpg
8/12/2021,Lokillo: Nothing's the Same,"Through songs and puns, comedian Lokillo Florez hilariously reviews how Latin Americans have adjusted to a new world where no-hugging policies prevail.",47.186,15,7.8,es,Comedy,https://image.tmdb.org/t/p/original/bAdokq9itL5WDRsMu52NnJTTyQz.jpg
8/12/2021,Monster Hunter: Legends of the Guild,"In a world where humans and fearsome monsters live in an uneasy balance, young hunter Aiden fights to save his village from destruction by a dragon.",19.588,52,5.9,en,"Animation, Adventure, Action, Fantasy",https://image.tmdb.org/t/p/original/fctSbleL7ozVcGyC163nPv4arW1.jpg
8/12/2021,Respect,The rise of Aretha Franklin’s career from a child singing in her father’s church’s choir to her international superstardom.,49.887,178,6.7,en,"Music, Drama, History",https://image.tmdb.org/t/p/original/iUtPwOBZJc8uJnDqlCXTibdgxKz.jpg
8/13/2021,Descendants: The Royal Wedding,"Happily-ever-after continues for Auradon's power couple as they prepare to say ""I do"" at an epic celebration with their friends and family, but Hades threatens to ruin it all.",165.257,97,7,en,"TV Movie, Animation, Comedy, Family, Drama",https://image.tmdb.org/t/p/original/tK5xU4x7w9npLUYT5xZJ4RvVlsM.jpg
8/13/2021,Raging Fire,"Shan is a highly respected cop with a long history of success in dangerous cases, however, his past soon comes back to haunt him when his former protégé seeks revenge against all those who have wronged him.",17.226,72,7.2,cn,"Action, Crime",https://image.tmdb.org/t/p/original/nD9zK3nfEUPHKWwFmAaQoLsQYE5.jpg
8/13/2021,Swim,"A family gets trapped in their storm flooded vacation rental, tries to escape from a hungry shark that made it's way into the house.",164.687,27,7.5,en,"Horror, Action",https://image.tmdb.org/t/p/original/pBSqH6avxduNAnXhyIkcAfcUMJ0.jpg
8/14/2021,Hellbender,"A teen and her mother live simply in a home in the woods, spending their time making metal music. A chance encounter with a fellow teen causes her to uncover a connection between her family and witchcraft, which causes a rift with her mother.",16.408,15,6,en,Horror,https://image.tmdb.org/t/p/original/uLDYfeJ9BvrQsC3MBqMUjG4Hgaz.jpg
8/16/2021,Overrun,"Former military extraction specialist Marcus Lombardi, whose only chance of saving his informant sister and their family is to track down a mysterious briefcase.",17.098,3,5,en,Action,https://image.tmdb.org/t/p/original/MvkScPKwLBhTLj6RRIyIlDE4cM.jpg
8/16/2021,Plan A,"Germany 1945, Max, a Jewish Holocaust survivor, meets a radical group of Jewish resistance fighters, who, like him, lost all hope for their future after they were robbed of their existence and their entire families were killed by the Nazis. They dream of retaliation on an epic scale for the Jewish people. An eye for an eye, a tooth for a tooth. Max starts identifying with the group's monstrous plans...",117.01,38,6.1,en,Thriller,https://image.tmdb.org/t/p/original/dfYOmisdbiVTXdcQji35pKywPFI.jpg
8/16/2021,Ted Bundy: American Boogeyman,"Set in a gritty and decadent 1970s America, American Boogeyman follows the elusive and charming killer and the manhunt that brought him to justice involving the detective and the FBI rookie who coined the phrase ‘serial killer’.",15.068,28,6.1,en,"Thriller, Crime",https://image.tmdb.org/t/p/original/1MGcMWgxYPFrBMjIAHcQqmsOIGS.jpg
8/17/2021,Black Island,The dark secrets of a seemingly peaceful island threaten to swallow up an orphaned student when he grows close to a mysterious new teacher.,72.072,129,6.1,de,Thriller,https://image.tmdb.org/t/p/original/53jsv5TASLwOqsJNsUNp4RPPq2l.jpg
8/18/2021,Drive My Car,"Yusuke Kafuku, a stage actor and director, still unable, after two years, to cope with the loss of his beloved wife, accepts to direct Uncle Vanja at a theater festival in Hiroshima. There he meets Misaki, an introverted young woman, appointed to drive his car. In between rides, secrets from the past and heartfelt confessions will be unveiled.",47.942,290,7.6,ja,Drama,https://image.tmdb.org/t/p/original/xlEnJ6O2xIlcJPvo23PWUiiSS21.jpg
8/18/2021,Operation Hyacinth,"Not satisfied with the result of a murder investigation in Warsaw's gay community, an officer in 1980s communist Poland resolves to uncover the truth.",18.009,30,6.7,pl,Thriller,https://image.tmdb.org/t/p/original/rUX2fGa7OV85c6rtjOC351RVeyD.jpg
8/18/2021,Sweet Girl,"A man vows to bring justice to those responsible for his wife's death while protecting the only family he has left, his daughter.",148.93,850,6.8,en,Action,https://image.tmdb.org/t/p/original/cP7odDzzFBD9ycxj2laTeFWGLjD.jpg
8/18/2021,The Stronghold,"A police brigade working in the dangerous northern neighborhoods of Marseille, where the level of crime is higher than anywhere else in France.",148.876,710,7.5,fr,Thriller,https://image.tmdb.org/t/p/original/nLanxl7Xhfbd5s8FxPy8jWZw4rv.jpg
8/19/2021,Checkered Ninja 2,"In “CHECKERED NINJA 2”, we again follow the boy Alex and Checkered Ninja on a frantic hunt for the villain from the first movie Phillip Eppermint. Because Eppermint manages to evade a prison sentence in Thailand, CHECKERED Ninja comes alive and seeks out Alex. Together, and with Alex’s entire family, they now have to go to Thailand to bust Eppermint. Alex and Checkered Ninja are swooped up into a dangerous mission, where their friendship sometimes comes under intense pressure.",13.75,11,6.3,da,"Animation, Comedy",https://image.tmdb.org/t/p/original/23itzX1Xm8fro9gy5gkpKoA9Mad.jpg
8/19/2021,"Ni tuyo, Ni mía","Amanda realizes that her perfect husband is having an affair. Instead of confronting him, she teams up with his husband's lover to understand what went wrong and win him back.",20.696,49,8.9,es,Drama,https://image.tmdb.org/t/p/original/6fFrpmf0mQtnQK9TUYCkfNkyIqO.jpg
8/19/2021,No Man of God,The complicated relationship that formed between the FBI analyst Bill Hagmaier and serial killer Ted Bundy during Bundy's final years on death row.,30.034,103,6.8,en,"Crime, History, Drama",https://image.tmdb.org/t/p/original/jJzmSlNorOu6yvHSjXoF0bBcx17.jpg
8/19/2021,Reminiscence,"Nicolas Bannister, a rugged and solitary veteran living in a near-future Miami flooded by rising seas, is an expert in a dangerous occupation: he offers clients the chance to relive any memory they desire. His life changes when he meets a mysterious young woman named Mae. What begins as a simple matter of lost and found becomes a passionate love affair. But when a different client's memories implicate Mae in a series of violent crimes, Bannister must delve through the dark world of the past to uncover the truth about the woman he fell for.",39.419,1090,6.9,en,"Science Fiction, Mystery",https://image.tmdb.org/t/p/original/17siH6wJRQ2jZiqz9BWUhy1UtZ.jpg
8/19/2021,The Protégé,"Rescued as a child by the legendary assassin Moody and trained in the family business, Anna is the world’s most skilled contract killer. When Moody, the man who was like a father to her and taught her everything she needs to know about trust and survival, is brutally killed, Anna vows revenge. As she becomes entangled with an enigmatic killer whose attraction to her goes way beyond cat and mouse, their confrontation turns deadly and the loose ends of a life spent killing will weave themselves ever tighter.",160.697,531,6.6,en,Action,https://image.tmdb.org/t/p/original/o9FY8N5c8CXf22q8s4CmRRjAQJx.jpg
8/20/2021,"Barbie: Big City, Big Dreams","Barbie swaps the sunny shores of Malibu for the bright lights of Broadway to attend an excusive summer performing arts program and meets…Barbie!  Fast friends, the two discover they share more than a name as they explore New York City and all the amazing things they have in common.  As they compete for the coveted once-in-a-lifetime Spotlight Solo from Times Square, the friends discover competition isn’t all about winning, it’s about striving to be your best, overcoming doubts, and sharing the spotlight.",133.008,107,7.3,en,"Animation, Music, Family",https://image.tmdb.org/t/p/original/jeggetf6lrd0dhtcbqJH75Sik4K.jpg
8/20/2021,The Loud House Movie,The Loud family travel to Scotland and discover they are descendants of Scottish royalty as they move into their giant ancestral castle.,112.419,109,7.8,en,"Animation, Family, Comedy, Music, Fantasy",https://image.tmdb.org/t/p/original/mab5wPeGVjbMyYMzyzfdKKnG9cl.jpg
8/20/2021,TINA,Tina Turner overcame impossible odds to become one of the first female African American artists to reach a mainstream international audience. Her road to superstardom is an undeniable story of triumph over adversity. It’s the ultimate story of survival – and an inspirational story of our times.,13.393,13,7.8,en,"Documentary, Music",https://image.tmdb.org/t/p/original/bL2FNPhiPqDyirzU3rfaXDiWRXs.jpg
8/23/2021,The Witcher: Nightmare of the Wolf,"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",27.313,577,7.7,en,"Animation, Action, Fantasy",https://image.tmdb.org/t/p/original/3sLz2yv6vBDWqBbd8rdnNeoJ2kJ.jpg
8/25/2021,Candyman,"Anthony and his partner move into a loft in the now gentrified Cabrini-Green, and after a chance encounter with an old-timer exposes Anthony to the true story behind Candyman, he unknowingly opens a door to a complex past that unravels his own sanity and unleashes a terrifying wave of violence.",82.946,794,6.2,en,Horror,https://image.tmdb.org/t/p/original/dqoshZPLNsXlC1qtz5n34raUyrE.jpg
8/25/2021,Kimetsu no Yaiba Orchestra Concert,Tokyo Philharmonic Orchestra live Kimetsu no Yaiba concert,37.181,1,2,ja,Music,https://image.tmdb.org/t/p/original/9QGk4EjyQIyJOeKVl6oWT2eGY4a.jpg
8/25/2021,The Voyeurs,"A young couple, find themselves becoming interested in the sex life of their neighbors across the street. What starts as an innocent curiosity turns into an unhealthy obsession.",64.951,408,6.7,en,Thriller,https://image.tmdb.org/t/p/original/8Y4XOIWhpOvSOEn8XrxbkH9yAXO.jpg
8/26/2021,Jurassic Hunt,"Female adventurer Parker joins a crew of male trophy hunters in a remote wilderness park. Their goal: slaughter genetically recreated dinosaurs for sport using rifles, arrows, and grenades. After their guide is killed by raptors, the team tries to escape the park – but the hunters quickly become the hunted. Even worse, the park’s manager suspects Parker of being a spy and sends a hit squad after her. This battle’s about to become primitive!",174.421,180,5,en,"Action, Science Fiction, Thriller",https://image.tmdb.org/t/p/original/bZnOioDq1ldaxKfUoj3DenHU7mp.jpg
8/26/2021,Queenpins,"Bored and frustrated suburban homemaker Connie and her best pal JoJo, a vlogger with dreams, turn a hobby into a multi-million-dollar counterfeit coupon caper. After firing off a letter to the conglomerate behind a box of cereal gone stale, and receiving an apology along with dozens of freebies, the duo hatch an illegal coupon club scheme that scams millions from mega-corporations and delivers deals to legions of fellow coupon clippers. On the trail to total coupon dominance, a hapless Loss Prevention Officer from the local supermarket chain joins forces with a determined U.S. Postal Inspector in hot pursuit of these newly minted “Queenpins” of pink collar crime.",26.217,144,6.6,en,"Comedy, Crime",https://image.tmdb.org/t/p/original/p5Uz76EOwj9rAsdGxYL8IZGPV2B.jpg
8/26/2021,The Colony,"In the not-too-distant future: after a global catastrophe has wiped out nearly all of humanity on Earth, an elite astronaut from Space Colony Kepler must make a decision that will seal the fate of the people on both planets.",21.648,82,5.7,en,Science Fiction,https://image.tmdb.org/t/p/original/nX7ZUYwgGOCe5nXXwpNg4hAf1xB.jpg
8/26/2021,The Show,"A man goes on a mission to locate a stolen artifact for a client, which leads him to a haunted town full of vampires, sleeping beauties, and Voodoo gangsters.",17.848,18,5.7,en,"Drama, Fantasy, Mystery",https://image.tmdb.org/t/p/original/iZJ3IEJ5rvWgxbVbkAF4uU6ZIo.jpg
8/26/2021,Yakuza Princess,"In Brazil, Akemi finds out that she's the heiress to the Yakuza empire. Just after that, her destiny enters a spiral of violence and mystery, where a gaijin (foreigner) who's been protecting her all this time, Shirô, may have been actually sent to kill her.",15.468,63,6.3,pt,Action,https://image.tmdb.org/t/p/original/1gTnopPJgauN46CYGobPyZCZQTn.jpg
8/27/2021,Edge of the World,"Biopic about Sir James Brooke, the British adventurer who became King of Sarawak in the 1840's and embarked on a lifelong crusade to end piracy and head-hunting - only to face charges of murder and piracy himself.",19.214,30,5.7,en,"Adventure, Drama, History",https://image.tmdb.org/t/p/original/okLrhor4L4hyiDBQKb6y650Q8hI.jpg
8/27/2021,He's All That,"To get revenge on her ex-boyfriend, an influencer attempts to transform an unpopular classmate into prom king.",88.523,880,6.8,en,"Romance, Comedy",https://image.tmdb.org/t/p/original/kW3AG5NHoyq52dcSbMiFB6LyHvk.jpg
8/27/2021,Megalodon Rising,"When history’s greatest aquatic predator returns, the armada of modern warships sent to destroy it has no chance at all.",31.317,78,7,en,"Action, Science Fiction",https://image.tmdb.org/t/p/original/vWeWU43mNVzpAnjgzxnvi9xgo9d.jpg
8/27/2021,Mutation on Mars,"In the near future, the Earth’s resources are gradually getting scarce. In order to continue the hope of survival for generations of children and grandchildren, top scientists from various countries have brought several species of animals and plants to Mars for research, hoping to improve the Martian environment through advanced science and technology to make it suitable for human habitation.",164.623,22,6.6,zh,"Drama, Science Fiction",https://image.tmdb.org/t/p/original/h4HcBZC8XMuSFBNxWu7qd34tFDI.jpg
8/27/2021,Taya,"Sixto explores the dangerous world of online ending for his thesis and gets involved with Winona, Nieves and Nanette.",25.167,6,5.3,tl,Thriller,https://image.tmdb.org/t/p/original/mQPKp2zIgzQIMqWqTYxABoAgXN0.jpg
8/27/2021,Vacation Friends,"When a straight-laced couple that has fun with a rowdy couple on vacation in Mexico return to the States, they discover that the crazy couple they met in Mexico followed them back home and decide to play tricks on them.",74.719,415,7.2,en,Comedy,https://image.tmdb.org/t/p/original/uTgZuqUQbaCB6Wfk03N8IUEuzQf.jpg
8/30/2021,Mortal Kombat Legends: Battle of the Realms,"The Earthrealm heroes must journey to the Outworld and fight for the survival of their homeland, invaded by the forces of evil warlord Shao Kahn, in the tournament to end all tournaments: the final Mortal Kombat.",131.35,233,8,en,"Animation, Action, Fantasy",https://image.tmdb.org/t/p/original/ablrE8IbWcIrAxMmm4gnPn75AMS.jpg
8/31/2021,Prisoners of the Ghostland,"In the treacherous frontier city of Samurai Town, a ruthless bank robber is sprung from jail by wealthy warlord The Governor, whose adopted granddaughter Bernice has gone missing. The Governor offers the prisoner his freedom in exchange for retrieving the runaway. Strapped into a leather suit that will self-destruct within five days, the bandit sets off on a journey to find the young woman—and his own path to redemption.",28.702,254,5.1,en,"Action, Thriller",https://image.tmdb.org/t/p/original/j5HRzcvN1QXZLvwfc3NLxX8XQJY.jpg
8/31/2021,Untold: Crimes & Penalties,"They were the bad boys of hockey — a team bought by a man with mob ties, run by his 17-year-old son, and with a rep for being as violent as they were good.",19.134,19,6.8,en,"Documentary, Crime",https://image.tmdb.org/t/p/original/cCvMz9zMBX13pha00z9BKR5Yy7r.jpg
9/1/2021,After We Fell,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",365.85,1563,7.2,en,"Romance, Drama",https://image.tmdb.org/t/p/original/dU4HfnTEJDf9KvxGS9hgO7BVeju.jpg
9/1/2021,Malignant,"Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities with a mysterious tie to her past.",121.064,1324,7,en,"Thriller, Horror, Mystery",https://image.tmdb.org/t/p/original/dGv2BWjzwAz6LB8a8JeRIZL8hSz.jpg
9/1/2021,Millonario sin amor,"A successful TV executive changes his identity and moves to a poor neighborhood in search of real human connection. There, he falls for an aspiring actress trying to start her career at the channel he runs.",76.637,63,8,es,"Romance, Comedy",https://image.tmdb.org/t/p/original/3kmhcUSDIQYNrUvpUcusnJQzxBs.jpg
9/1/2021,Motherly,"Kate and her daughter Beth live alone in an isolated farmhouse in the woods, but when Kate slowly begins to suspect that something sinister is happening, her motherly instincts are put to the test.",176.378,95,7.2,en,"Thriller, Horror",https://image.tmdb.org/t/p/original/wmh1likQEetSLIUs5MAvfWjEayY.jpg
9/1/2021,Shang-Chi and the Legend of the Ten Rings,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,769.185,5845,7.7,en,"Action, Adventure, Fantasy",https://image.tmdb.org/t/p/original/1BIoJGKbXjdFDAqUEiA2VHqkK1Z.jpg
9/2/2021,Afterlife of the Party,A social butterfly who dies during her birthday week is given a second chance to right her wrongs on Earth.,39.156,331,6.9,en,"Fantasy, Comedy, Drama",https://image.tmdb.org/t/p/original/1bkcOEt4zvc5tBl6xFxTbkSqhEQ.jpg
9/3/2021,Cinderella,"Cinderella, an orphaned girl with an evil stepmother, has big dreams and with the help of her Fabulous Godmother, she perseveres to make them come true.",75.73,1048,6.6,en,"Fantasy, Romance, Comedy",https://image.tmdb.org/t/p/original/clDFqATL4zcE7LzUwkrVj3zHvk7.jpg
9/3/2021,Happier Than Ever: A Love Letter to Los Angeles,"Fresh off the heels of her brand-new album, ""Happier Than Ever,"" this cinematic concert experience features an intimate performance of every song in the album's sequential order – for the first and only time – from the stage of the legendary Hollywood Bowl.",39.885,83,8,en,Music,https://image.tmdb.org/t/p/original/i4Udcw6o4ASxd1Q5E0SWXnMtPNm.jpg
9/3/2021,Lead Me Home,Poignant stories of homelessness on the West Coast of the US frame this cinematic portrait of a surging humanitarian crisis.,28.616,48,6.9,en,Documentary,https://image.tmdb.org/t/p/original/6sJNurxhjPMAwTj3bBGRPcNJ7j7.jpg
9/3/2021,Misha and the Wolves,"A woman’s Holocaust memoir takes the world by storm, but a fallout with her publisher-turned-detective reveals her story as an audacious deception created to hide a darker truth.",18.918,17,7.2,en,Documentary,https://image.tmdb.org/t/p/original/1wjefBDTCMnrij8fB472op30CjO.jpg
9/3/2021,Rise of the Footsoldier: Origins,"A brutal account of how real-life, hard-as-nails Falklands War veteran Tony Tucker came to be involved in one of the most notorious gangland murders in British history.",15.111,10,6.5,en,"Crime, Drama, Action",https://image.tmdb.org/t/p/original/gHgr6BIYFXhwyjBugQRiNw2h19h.jpg
9/3/2021,The Card Counter,"William Tell just wants to play cards. His spartan existence on the casino trail is shattered when he is approached by Cirk, a vulnerable and angry young man seeking help to execute his plan for revenge on a military colonel. Tell sees a chance at redemption through his relationship with Cirk. But keeping Cirk on the straight-and-narrow proves impossible, dragging Tell back into the darkness of his past.",45.259,425,6.4,en,"Drama, Crime, Thriller",https://image.tmdb.org/t/p/original/y5DNLVg0gPiGSkuK4yFc4fjQ42Q.jpg
9/3/2021,The Innocents,"Four children become friends during the summer holidays, and out of sight of the adults they discover they have hidden powers. While exploring their newfound abilities in the nearby forests and playgrounds, their innocent play takes a dark turn and strange things begin to happen.",18.293,58,6.8,no,"Thriller, Horror, Drama",https://image.tmdb.org/t/p/original/aH0tQXZNRz8hMHtRXp7Iz4smy51.jpg
9/3/2021,Wild Indian,"Decades after covering up his classmate’s murder, Michael has moved on from his reservation and fractured past. When a man who shares his violent secret seeks vengeance, Michael goes to great lengths to protect his new life with his wife and boss from the demons of his past.",161.074,21,6.4,en,"Crime, Drama, Thriller",https://image.tmdb.org/t/p/original/yhOpkNvgW1ZzmEpR4iqxKwKKShL.jpg
9/3/2021,Zone 414,"In the near future on a colony of state-of-the-art robots, a private investigator is hired by the colony's creator to bring his missing daughter home.",164.567,151,5.5,en,"Science Fiction, Thriller, Mystery",https://image.tmdb.org/t/p/original/bJIq2UwwrrVP033Mk3G5paUwYnp.jpg
9/8/2021,Black Box,"Matthieu is a young and talented black box analyst on a mission to solve the reason behind the deadly crash of a brand new aircraft. Yet, when the case is closed by authorities, Matthieu cannot help but sense there is something wrong with the evidence. As he listens to the tracks again, he starts detecting some seriously disturbing details. Could the tape have been modified? Going against his boss' orders, Matthieu begins his own rogue investigation - an obsessional and dangerous quest for truth that will quickly threatan far more than his career...",26.339,434,7.6,fr,"Mystery, Thriller, Drama",https://image.tmdb.org/t/p/original/gIYxQoxQC78kQBxIKCR41hheqwb.jpg
9/8/2021,JJ+E,"Elisabeth and John-John live in the same city, but they inhabit different worlds.",36.672,64,5.5,sv,"Romance, Drama",https://image.tmdb.org/t/p/original/g1OngP0vWRGrafk99vBgz6i4Xln.jpg
9/9/2021,Best Sellers,"A cranky, retired author reluctantly embarks on a final book tour to help out a young publisher.",17,45,6.2,en,"Comedy, Drama",https://image.tmdb.org/t/p/original/ltGLKabCfw3ncCGsQ1aQEvWFCcf.jpg
9/9/2021,Blood Brothers: Malcolm X and Muhammad Ali,"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",13.852,19,7.6,en,"Documentary, History",https://image.tmdb.org/t/p/original/kdOXdPIgbbCHXb51tWJZ0r8kZfe.jpg
9/9/2021,Copshop,"On the run from a lethal assassin, a wily con artist devises a scheme to hide out inside a small-town police station. However, when the hit man turns up at the precinct, an unsuspecting rookie cop finds herself caught in the crosshairs.",27.768,330,6.3,en,"Thriller, Crime, Action",https://image.tmdb.org/t/p/original/szArp3dQlVajpsqpyPFVAFHFsa3.jpg
9/9/2021,Infinite,"Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown, a secret group that call themselves “Infinites” come to his rescue, revealing that his memories are real.",276.461,912,6.8,en,"Science Fiction, Action, Thriller",https://image.tmdb.org/t/p/original/niw2AKHz6XmwiRMLWaoyAOAti0G.jpg
9/9/2021,The Women and the Murderer,This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,19.037,18,6,fr,"Documentary, Crime",https://image.tmdb.org/t/p/original/4pNmisYcsu3fsC5XlOpt0LbyjA7.jpg
9/9/2021,Time Is Up,"Vivien, an accomplished student with a passion for physics, and Roy, a troubled young man, are involved in an accident that forces them to reclaim their lives one minute at the time.",211.613,250,6.2,en,"Romance, Drama",https://image.tmdb.org/t/p/original/dxWHyMY4HoXH8LiEhYlga2OtK5B.jpg
